"00D1AJ","06/22/2018",1450327,"102001.00D1AJ",01,00000000261800.00,"0NIAG    8574755  021 BANK CIMB NIAGA             ","IDR"
"00D1AJ","06/22/2018",1450364,"102001.00D1AJ",01,00000002446725.00,"0NIAG    8574772  058 BANK CIMB NIAGA             ","IDR"
"00D1AJ","06/22/2018",8579898,"102001.00D1AJ",01,-0000001953425.91,"0NIAG    8579899 0NIAG    MM ENTRY                ","IDR"
"00D1AJ","06/22/2018",1450327,"102008.00D1AJ",01,-0000000261800.00,"04/06/18 CPIN     021 BANK CIMB NIAGA             ","IDR"
"00D1AJ","06/22/2018",1450364,"102008.00D1AJ",01,-0000002446725.00,"04/06/18 UNVR     058 BANK CIMB NIAGA             ","IDR"
"00D1AJ","06/22/2018",5680470,"301003.00D1AJ",-1,-0006522340165.33,"8DB-A/P  8575319 8DB-A/P  MM ENTRY                ","IDR"
"00D1AJ","06/22/2018",8579898,"301003.00D1AJ",-1,00000001953425.91,"8DB-A/P  8579898 8DB-A/P  MM ENTRY                ","IDR"
"00D1AJ","06/22/2018",5680470,"501002.00D1AJ",01,00006522340165.33,"Pfolio  00D1AJ Capital withdrawal                 ","IDR"
"00D1AJ","06/25/2018",1451873,"102001.00D1AJ",01,00000000656370.00,"0NIAG    8578979  015 BANK CIMB NIAGA             ","IDR"
"00D1AJ","06/25/2018",8579808,"102001.00D1AJ",01,00000001000000.00,"0NIAG    8579808 0NIAG    MM ENTRY                ","IDR"
"00D1AJ","06/25/2018",8579890,"102001.00D1AJ",01,-0000000330000.00,"0NIAG    8579891 0NIAG    MM ENTRY                ","IDR"
"00D1AJ","06/25/2018",8579890,"102001.00D1AJ",01,00000000330000.00,"0NIAG    8579891 0NIAG    MM REVERSAL             ","IDR"
"00D1AJ","06/25/2018",8579893,"102001.00D1AJ",01,-0000000005000.00,"0NIAG    8579894 0NIAG    MM ENTRY                ","IDR"
"00D1AJ","06/25/2018",8579938,"102001.00D1AJ",01,-0000000230000.00,"0NIAG    8579939 0NIAG    MM ENTRY                ","IDR"
"00D1AJ","06/25/2018",8579893,"102001.00D1AJ",01,00000000005000.00,"0NIAG    8579894 0NIAG    MM REVERSAL             ","IDR"
"00D1AJ","06/25/2018",8579808,"102005.00D1AJ",01,-0000001000000.00,"7SUB-BNI 8579809 7SUB-BNI MM ENTRY                ","IDR"
"00D1AJ","06/25/2018",1451873,"102008.00D1AJ",01,-0000000656370.00,"06/06/18 MYOR     015 BANK CIMB NIAGA             ","IDR"
"00D1AJ","06/25/2018",8579890,"301001.00D1AJ",-1,00000000330000.00,"8-DB-O/P 8579890 8-DB-O/P MM ENTRY                ","IDR"
"00D1AJ","06/25/2018",8579890,"301001.00D1AJ",-1,-0000000330000.00,"8-DB-O/P 8579890 8-DB-O/P MM REVERSAL             ","IDR"
