SENDER,PRICE DATE,PROFIL MI,CODE BASE SEC,SEC DSC,IBPA PRICE,MI PRICE,UPPER PRICE,LOWER PRICE,REASON
IBPA,20180813,CC002,ADMF03BCN2,OBL BKLJT III ADIRA FINANCE TAHAP II TH2015 SERI B,100.104751,100.104751,101.104751,99.104751,
IBPA,20180813,CC002,ADMF03BCN3,OBL BKLJT III ADIRA FINANCE THP III TH 2016 SERI B,101.305843,102.130000,102.305843,100.305843,
IBPA,20180813,CC002,ADMF03BCN4,OBL BKLJT III ADIRA FINANCE TAHAP IV TH 2016 SR B,101.069999,101.069999,102.069999,100.069999,
IBPA,20180813,CC002,ADMF03BCN5,OBL BKLJT III ADIRA FINANCE TAHAP V TH 2017 SR B,100.735944,100.735944,102.035944,99.435944,
IBPA,20180813,CC002,ADMF03CCN4,OBL BKLJT III ADIRA FINANCE TAHAP IV TH 2016 SR C,100.616383,100.616383,101.916383,99.316383,
IBPA,20180813,CC002,ADMF04ACN1,OBL BKLJT IV ADIRA FINANCE THP I TH 2017 SERI A,99.769999,100.550000,100.769999,98.769999,
IBPA,20180813,CC002,ADMF04ACN2,OBL BKLJT IV ADIRA FINANCE THP II TH 2018 SERI A,99.339935,100.200000,100.339935,98.339935,
IBPA,20180813,CC002,AGRO01B,OBLIGASI I BRI AGRO TAHUN 2017 SERI B,96.130802,96.130802,97.730802,94.530802,
IBPA,20180813,CC002,AKRA01ACN1,OBL BKLJT I AKR CORPORINDO THP I TAHUN 2017 SERI A,99.288834,99.288834,100.588834,97.988834,
IBPA,20180813,CC002,AMRT02CN1,OBL BKLJT II SUMBER ALFARIA TRIJAYA THP I TH 2017,99.472368,100.472368,100.772368,98.172368,
IBPA,20180813,CC002,AMRT02CN2,OBL BKLJT II SUMBER ALFARIA TRIJAYA THP II TH 2018,95.670953,95.670953,96.970953,94.370953,
IBPA,20180813,CC002,ANTM01BCN1,OBL BERKELANJUTAN I ANTAM TAHAP I TH 2011 SERI B,91.646200,91.646200,94.313400,88.979000,
IBPA,20180813,CC002,APAI01A,OBLIGASI I ANGKASA PURA I TAHUN 2016 SERI A,97.809471,97.809471,99.409471,96.209471,
IBPA,20180813,CC002,APAI01C,OBLIGASI I ANGKASA PURA I TAHUN 2016 SERI C,94.376208,94.376208,95.976208,92.776208,
IBPA,20180813,CC002,APIA01A,OBLIGASI I ANGKASA PURA II TAHUN 2016 SERI A,99.907500,99.907500,101.207500,98.607500,
IBPA,20180813,CC002,APIA01C,OBLIGASI I ANGKASA PURA II TAHUN 2016 SERI C,97.181294,97.181294,98.781294,95.581294,
IBPA,20180813,CC002,APLN01CN3,OBL BKLJT I AGUNG PODOMORO LAND THP III TH 2014,103.628344,103.628344,105.228344,102.028344,
IBPA,20180813,CC002,ASDF03ACN4,OBL BKL III ASTRA SEDAYA FINANCE THP IV TH17 SR A,99.907723,100.850000,100.907723,98.907723,
IBPA,20180813,CC002,ASDF03BCN1,OBL BKLJT III ASTRA SEDAYA FINANCE THP I TH16 SR B,100.996062,100.996062,101.996062,99.996062,
IBPA,20180813,CC002,ASDF03BCN4,OBL BKL III ASTRA SEDAYA FINANCE THP IV TH17 SR B,98.348403,98.348403,99.648403,97.048403,
IBPA,20180813,CC002,ASDF03CCN3,OBL BKL III ASTRA SEDAYA FINANCE THP III TH17 SR C,99.386661,99.386661,100.986661,97.786661,
IBPA,20180813,CC002,ASDF04ACN1,OBL BKLJT IV ASTRA SEDAYA FINANCE THP I TH18 SR A,98.996705,99.900000,99.996705,97.996705,
IBPA,20180813,CC002,BBIA01ACN2,OBL BKLJ I BANK UOB INDONESIA THP II TH2018 SERI A,100.130658,100.900000,101.130658,99.130658,
IBPA,20180813,CC002,BBIA01C,OBLIGASI I BANK UOB INDONESIA TAHUN 2015 SERI C,101.800000,101.800000,103.100000,100.500000,
IBPA,20180813,CC002,BBIA01SB,OBLIGASI SUBORDINASI I BANK UOB INDONESIA TH 2014,105.105540,105.105540,106.405540,103.805540,
IBPA,20180813,CC002,BBKP02SBCN2,OBL SUB BKLJT II BANK BUKOPIN TAHAP II TAHUN 2017,91.490953,91.490953,94.158154,88.823753,
IBPA,20180813,CC002,BBMI01XXMS,MTN SYARIAH I BANK MUAMALAT INDONESIA TAHUN 2017,,99.834992,,,
IBPA,20180813,CC002,BBRI01BCN2,OBL BKLJT I BANK BRI TAHAP II TAHUN 2016 SERI B,101.055381,101.055381,102.055381,100.055381,
IBPA,20180813,CC002,BBRI01BCN3,OBL BKLJT I BANK BRI TAHAP III TAHUN 2016 SERI B,101.044621,101.044621,102.044621,100.044621,
IBPA,20180813,CC002,BBRI01CCN2,OBL BKLJT I BANK BRI TAHAP II TAHUN 2016 SERI C,102.266409,102.266409,103.566409,100.966409,
IBPA,20180813,CC002,BBRI01CCN3,OBL BKLJT I BANK BRI TAHAP III TAHUN 2016 SERI C,99.959886,99.959886,101.259886,98.659886,
IBPA,20180813,CC002,BBRI02ACN3,OBL BKLJT II BANK BRI TAHAP III TAHUN 2017 SERI A,99.181294,99.181294,100.481294,97.881294,
IBPA,20180813,CC002,BBRI02CCN2,OBL BKLJT II BANK BRI TAHAP II TAHUN 2017 SERI C,97.898477,97.898477,99.498477,96.298477,
IBPA,20180813,CC002,BBRI02CCN3,OBL BKLJT II BANK BRI TAHAP III TAHUN 2017 SERI C,94.977586,94.977586,96.577586,93.377586,
IBPA,20180813,CC002,BBRI02ECN1,OBL BKLJT II BANK BRI TAHAP I TAHUN 2016 SERI E,96.344623,96.344623,97.944623,94.744623,
IBPA,20180813,CC002,BBTN02ACN2,OBL BKLJT II BANK BTN TAHAP II TAHUN 2016 SERI A,100.464215,100.464215,101.764215,99.164215,
IBPA,20180813,CC002,BBTN03DCN1,OBL BKLJT III BANK BTN TAHAP I TAHUN 2017 SERI D,93.758420,93.758420,95.358420,92.158420,
IBPA,20180813,CC002,BCAF02BCN2,OBL BKLJT II BCA FINANCE TAHAP II TAHUN 2016 SR B,100.585788,100.585788,101.585788,99.585788,
IBPA,20180813,CC002,BEXI02BCN6,OBL BKLJT INDONESIA EXIMBANK II THP VI TH2015 SR B,100.252314,100.252314,101.252314,99.252314,
IBPA,20180813,CC002,BEXI02BCN7,OBL BKLJ INDONESIA EXIMBANK II THP VII TH2016 SR B,101.118660,101.118660,102.118660,100.118660,
IBPA,20180813,CC002,BEXI02CCN3,OBL BKLJ INDONESIA EXIMBANK II THP III TH2014 SR C,102.216427,102.216427,103.516427,100.916427,
IBPA,20180813,CC002,BEXI02CCN6,OBL BKLJT INDONESIA EXIMBANK II THP VI TH2015 SR C,102.071553,102.071553,103.371553,100.771553,
IBPA,20180813,CC002,BEXI02CCN7,OBL BKLJ INDONESIA EXIMBANK II THP VII TH2016 SR C,102.213057,102.213057,103.513057,100.913057,
IBPA,20180813,CC002,BEXI02DCN1,OBL BKLJT INDONESIA EXIMBANK II THP I TH2014 SR D,101.843395,101.843395,102.843395,100.843395,
IBPA,20180813,CC002,BEXI03ACN5,OBL BKLJT INDONESIA EXIMBANK III THP V TH17 SR A,98.612893,98.612893,99.912893,97.312893,
IBPA,20180813,CC002,BEXI03BCN1,OBL BKLJT INDONESIA EXIMBANK III THP I TH16 SR B,100.161765,100.161765,101.161765,99.161765,
IBPA,20180813,CC002,BEXI03BCN2,OBL BKLJT INDONESIA EXIMBANK III THP II TH16 SR B,100.324788,100.324788,101.624788,99.024788,
IBPA,20180813,CC002,BEXI03BCN3,OBL BKLJT INDONESIA EXIMBANK III THP III TH16 SR B,100.005691,100.005691,101.305691,98.705691,
IBPA,20180813,CC002,BEXI03BCN4,OBL BKLJT INDONESIA EXIMBANK III THP IV TH17 SR B,100.499248,100.499248,101.799248,99.199248,
IBPA,20180813,CC002,BEXI03BCN5,OBL BKLJT INDONESIA EXIMBANK III THP V TH17 SR B,96.156079,96.156079,97.756079,94.556079,
IBPA,20180813,CC002,BEXI03CCN1,OBL BKLJT INDONESIA EXIMBANK III THP I TH16 SR C,99.922619,99.922619,101.222619,98.622619,
IBPA,20180813,CC002,BEXI03CCN4,OBL BKLJT INDONESIA EXIMBANK III THP IV TH17 SR C,100.222001,100.222001,101.822001,98.622001,
IBPA,20180813,CC002,BEXI03DCN4,OBL BKLJT INDONESIA EXIMBANK III THP IV TH17 SR D,99.922874,99.922874,101.522874,98.322874,
IBPA,20180813,CC002,BFIN02CCN3,OBL BKLJT II BFI FINANCE IND THP III TH2016 SERI C,101.663585,101.663585,102.663585,100.663585,
IBPA,20180813,CC002,BFIN03ACN3,OBL BKLJ III BFI FINANCE IND THP III TH2017 SERI A,99.928285,100.650000,100.928285,98.928285,
IBPA,20180813,CC002,BFIN03ACN4,OBL BKLJT III BFI FINANCE IND THP IV TH2018 SERI A,99.329357,100.200000,100.329357,98.329357,
IBPA,20180813,CC002,BFIN03BCN1,OBL BKLJ III BFI FINANCE INDONESIA THP I TH16 SR B,100.236218,101.236218,101.536218,98.936218,
IBPA,20180813,CC002,BFIN03BCN2,OBL BKLJT III BFI FINANCE IND THP II TH2017 SERI B,100.708002,100.708002,102.008002,99.408002,
IBPA,20180813,CC002,BFIN03CCN1,OBL BKLJ III BFI FINANCE INDONESIA THP I TH16 SR C,98.649958,98.649958,100.249958,97.049958,
IBPA,20180813,CC002,BFIN03CCN4,OBL BKLJT III BFI FINANCE IND THP IV TH2018 SERI C,96.155063,96.155063,97.455063,94.855063,
IBPA,20180813,CC002,BFIN04ACN1,OBL BKLJT IV BFI FINANCE IND THP I TH2018 SERI A,100.324978,100.920000,101.324978,99.324978,
IBPA,20180813,CC002,BFIN04BCN1,OBL BKLJT IV BFI FINANCE IND THP I TH2018 SERI B,100.387610,100.387610,101.687610,99.087610,
IBPA,20180813,CC002,BIIF01ACN1,OBL BKLJT I BII FINANCE TAHAP I TH 2015 SERI A,100.889714,100.889714,101.889714,99.889714,
IBPA,20180813,CC002,BIIF01ACN2,OBL BKLJT I MAYBANK FINANCE TAHAP II TH2016 SERI A,101.158690,101.158690,102.158690,100.158690,
IBPA,20180813,CC002,BIIF01ACN3,OBL BKLJ I MAYBANK FINANCE TAHAP III TH2016 SERI A,100.558226,100.558226,101.858226,99.258226,
IBPA,20180813,CC002,BIIF01BCN1,OBL BKLJT I BII FINANCE TAHAP I TH 2015 SERI B,104.453647,104.453647,105.753647,103.153647,
IBPA,20180813,CC002,BJBR01BSBCN1,OBL SUB BKLJT I BANK BJB THP I TAHUN 2017 SERI B,94.794705,94.794705,96.794705,92.794705,
IBPA,20180813,CC002,BMRI01CCN1,OBL BKLJT I BANK MANDIRI TAHAP I TAHUN 2016 SERI C,95.054940,95.054940,96.654940,93.454940,
IBPA,20180813,CC002,BMTP01A,OBLIGASI I BANK MANDIRI TASPEN POS TH 2017 SERI A,100.101650,101.101650,101.401650,98.801650,
IBPA,20180813,CC002,BNGA02ACN2,OBL BKLJT II BANK CIMB NIAGA THP II TH 2017 SERI A,100.021992,100.430000,101.021992,99.021992,
IBPA,20180813,CC002,BNGA02ACN3,OBL BKLJT II BANK CIMB NIAGA THP III TH2017 SERI A,99.895564,100.500000,100.895564,98.895564,
IBPA,20180813,CC002,BNGA02BCN2,OBL BKLJT II BANK CIMB NIAGA THP II TH 2017 SERI B,99.366949,99.366949,100.666949,98.066949,
IBPA,20180813,CC002,BNGA02BCN3,OBL BKLJT II BANK CIMB NIAGA THP III TH2017 SERI B,100.001983,100.001983,101.301983,98.701983,
IBPA,20180813,CC002,BNGA02SB,OBLIGASI SUBORDINASI II BANK CIMB NIAGA TAHUN 2010,103.797627,103.797627,105.097627,102.497627,
IBPA,20180813,CC002,BNII01SBCN1,OBL SUB BERKELANJUTAN I BANK BII TAHAP I TH 2011,100.895463,100.895463,101.895463,99.895463,
IBPA,20180813,CC002,BNII02SBCN1,OBL SUBORDINASI BKLJT II BANK BII TAHAP I TH 2014,104.751202,104.751202,106.051202,103.451202,
IBPA,20180813,CC002,BNLI01SBCN1,OBL SUBORDINASI BKLJT I BANK PERMATA THP I TH 2012,101.996322,101.996322,102.996322,100.996322,
IBPA,20180813,CC002,BNLI01SBCN2,OBL SUBORDINASI BKLJ I BANK PERMATA THP II TH 2012,101.719639,101.719639,103.019639,100.419639,
IBPA,20180813,CC002,BNLI02SBCN1,OBL SUBORDINASI BKLJT II BANK PERMATA THP I TH2013,106.364904,106.364904,107.664904,105.064904,
IBPA,20180813,CC002,BSBR07,OBLIGASI VII BANK NAGARI TAHUN 2015,101.553111,101.553111,103.153111,99.953111,
IBPA,20180813,CC002,BSLT05,OBLIGASI V BANK SULUT TAHUN 2014,102.764392,102.764392,104.364392,101.164392,
IBPA,20180813,CC002,BTPN03ACN2,OBL BKLJT III BANK BTPN TAHAP II TAHUN 2017 SERI A,100.006379,100.600000,101.006379,99.006379,
IBPA,20180813,CC002,CFIN03XXMF,MTN III CLIPAN FINANCE INDONESIA TAHUN 2018,,97.594797,,,
IBPA,20180813,CC002,DNRK01BCN2,OBL BKLJT I DANAREKSA TAHAP II TAHUN 2014 SERI B,101.833096,101.833096,103.433096,100.233096,
IBPA,20180813,CC002,FAST02,OBLIGASI FAST FOOD INDONESIA II TAHUN 2016,97.387333,97.387333,98.987333,95.787333,
IBPA,20180813,CC002,FIFA02BCN2,OBL BERKELANJUTAN II FIF THP II TAHUN 2015 SERI B,100.219545,100.219545,101.219545,99.219545,
IBPA,20180813,CC002,FIFA02BCN3,OBL BERKELANJUTAN II FIF THP III TAHUN 2016 SERI B,101.605781,101.605781,102.605781,100.605781,
IBPA,20180813,CC002,FIFA02BCN4,OBL BERKELANJUTAN II FIF THP IV TAHUN 2016 SERI B,100.966013,100.966013,102.266013,99.666013,
IBPA,20180813,CC002,FIFA03ACN2,OBL BERKELANJUTAN III FIF THP II TAHUN 2017 SERI A,99.992429,100.850000,100.992429,98.992429,
IBPA,20180813,CC002,FIFA03ACN3,OBL BERKELANJUTAN III FIF THP III TAHUN 2018 SR A,100.083482,100.900000,101.083482,99.083482,
IBPA,20180813,CC002,FIFA03BCN1,OBL BERKELANJUTAN III FIF THP I TAHUN 2017 SERI B,102.213279,102.213279,103.513279,100.913279,
IBPA,20180813,CC002,FR0031,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0031,108.293963,108.293963,108.518963,108.068963,
IBPA,20180813,CC002,FR0034,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0034,114.121788,114.121788,114.346788,113.896788,
IBPA,20180813,CC002,FR0035,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0035,117.772955,117.772955,118.032955,117.512955,
IBPA,20180813,CC002,FR0036,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0036,105.562909,105.562909,105.787909,105.337909,
IBPA,20180813,CC002,FR0038,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0038,100.036621,100.036621,100.236621,99.836621,
IBPA,20180813,CC002,FR0039,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0039,116.731396,116.731396,116.991396,116.471396,
IBPA,20180813,CC002,FR0040,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0040,117.015847,117.015847,117.315847,116.715847,
IBPA,20180813,CC002,FR0042,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0042,114.702026,114.702026,115.002026,114.402026,
IBPA,20180813,CC002,FR0043,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0043,109.192502,109.192502,109.452502,108.932502,
IBPA,20180813,CC002,FR0044,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0044,110.689208,110.689208,110.989208,110.389208,
IBPA,20180813,CC002,FR0045,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0045,112.969915,112.969915,113.392104,112.547726,
IBPA,20180813,CC002,FR0046,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0046,107.447609,107.447609,107.707609,107.187609,
IBPA,20180813,CC002,FR0047,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0047,113.510077,113.510077,113.810077,113.210077,
IBPA,20180813,CC002,FR0048,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0048,100.355050,100.355050,100.555050,100.155050,
IBPA,20180813,CC002,FR0050,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0050,120.136252,120.136252,120.558441,119.714063,
IBPA,20180813,CC002,FR0052,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0052,118.426619,118.426619,118.848807,118.004430,
IBPA,20180813,CC002,FR0053,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0053,102.632640,102.632640,102.857640,102.407640,
IBPA,20180813,CC002,FR0054,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0054,110.902243,110.902243,111.324432,110.480054,
IBPA,20180813,CC002,FR0056,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056,102.488749,102.488749,102.788749,102.188749,
IBPA,20180813,CC002,FR0058,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0058,100.673243,100.673243,101.095431,100.251054,
IBPA,20180813,CC002,FR0059,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059,93.926764,93.926764,94.226764,93.626764,
IBPA,20180813,CC002,FR0061,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0061,98.693118,98.693118,98.953118,98.433118,
IBPA,20180813,CC002,FR0062,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0062,78.639003,78.639003,79.061191,78.216814,
IBPA,20180813,CC002,FR0063,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0063,91.870006,91.870006,92.130006,91.610006,
IBPA,20180813,CC002,FR0064,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0064,88.050000,88.050000,88.350000,87.750000,
IBPA,20180813,CC002,FR0065,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065,86.126167,86.126167,86.548355,85.703978,
IBPA,20180813,CC002,FR0067,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0067,102.532784,102.532784,102.954973,102.110595,
IBPA,20180813,CC002,FR0068,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068,101.446429,101.446429,101.868617,101.024240,
IBPA,20180813,CC002,FR0069,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0069,100.854700,100.924700,101.054700,100.654700,
IBPA,20180813,CC002,FR0070,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070,102.336975,102.336975,102.596975,102.076975,
IBPA,20180813,CC002,FR0071,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071,107.601333,107.601333,108.023522,107.179145,
IBPA,20180813,CC002,FR0072,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072,99.610320,99.610320,100.032509,99.188131,
IBPA,20180813,CC002,FR0073,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0073,104.990408,104.990408,105.412597,104.568219,
IBPA,20180813,CC002,FR0074,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0074,94.440441,94.440441,94.862630,94.018253,
IBPA,20180813,CC002,FR0075,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075,93.385252,93.385252,93.807441,92.963063,
IBPA,20180813,CC002,FR0076,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076,87.463196,87.463196,87.885384,87.041007,
IBPA,20180813,CC002,GNSMII01ACN1,GREEN BOND BKLJT I SMI THP I TH18 SR A,99.791468,99.791468,101.091468,98.491468,
IBPA,20180813,CC002,ICAM01X1MF,MTN BKLJT CIPTA AGUNG MANIS TAHAP I TAHUN 2017,,100.000000,,,
IBPA,20180813,CC002,IFR0006,SBSN SERI IFR0006,115.997546,115.997546,116.419735,115.575357,
IBPA,20180813,CC002,IFR0010,SBSN SERI IFR0010,115.316067,115.316067,115.738256,114.893878,
IBPA,20180813,CC002,IIFF01A,OBL I INDONESIA INFRASTRUCTURE FIN. TH 2016 SERI A,100.608219,100.608219,101.608219,99.608219,
IBPA,20180813,CC002,IMFI02BCN3,OBL BKLJT II INDOMOBIL FINANCE THP III TH2016 SR B,101.224093,101.224093,102.424093,100.024093,
IBPA,20180813,CC002,IMFI03ACN3,OBL BKLJ III INDOMOBIL FINANCE THP III TH2018 SR A,100.094105,101.100000,101.294105,98.894105,
IBPA,20180813,CC002,IMFI03BCN3,OBL BKLJ III INDOMOBIL FINANCE THP III TH2018 SR B,94.893076,94.893076,96.493076,93.293076,
IBPA,20180813,CC002,INDF07,OBLIGASI INDOFOOD SUKSES MAKMUR VII TAHUN 2014,102.559999,102.559999,103.559999,101.559999,
IBPA,20180813,CC002,INDF08,OBLIGASI INDOFOOD SUKSES MAKMUR VIII TAHUN 2017,98.298359,98.298359,99.898359,96.698359,
IBPA,20180813,CC002,INKA01XXMF,MTN I INKA TAHUN 2017,,100.441059,,,
IBPA,20180813,CC002,ISAT01ACN3,OBL BKLJT I INDOSAT TAHAP III TAHUN 2015 SERI A,101.017960,102.017960,102.017960,100.017960,
IBPA,20180813,CC002,ISAT01BCN1,OBL BKLJT I INDOSAT TAHAP I TAHUN 2014 SERI B,103.053612,103.053612,104.353612,101.753612,
IBPA,20180813,CC002,ISAT01BCN4,OBL BKLJT I INDOSAT TAHAP IV TAHUN 2016 SERI B,100.521880,100.521880,101.821880,99.221880,
IBPA,20180813,CC002,ISAT01DCN1,OBL BKLJT I INDOSAT TAHAP I TAHUN 2014 SERI D,106.245813,106.245813,107.845813,104.645813,
IBPA,20180813,CC002,ISAT01DCN2,OBL BKLJT I INDOSAT TAHAP II TAHUN 2015 SERI D,103.756255,103.756255,105.356255,102.156255,
IBPA,20180813,CC002,ISAT01DCN3,OBL BKLJT I INDOSAT TAHAP III TAHUN 2015 SERI D,109.067607,109.067607,110.667607,107.467607,
IBPA,20180813,CC002,ISAT01ECN2,OBL BKLJT I INDOSAT TAHAP II TAHUN 2015 SERI E,104.859869,104.859869,106.459869,103.259869,
IBPA,20180813,CC002,ISAT02ACN2,OBL BKLJT II INDOSAT TAHAP II TAHUN 2017 SERI A,99.865802,100.750000,100.865802,98.865802,
IBPA,20180813,CC002,ISAT02ACN3,OBL BKLJT II INDOSAT TAHAP III TAHUN 2018 SERI A,100.101760,100.900000,101.101760,99.101760,
IBPA,20180813,CC002,ISAT02BCN2,OBL BKLJT II INDOSAT TAHAP II TAHUN 2017 SERI B,97.912396,97.912396,99.212396,96.612396,
IBPA,20180813,CC002,ISAT02ECN1,OBL BKLJT II INDOSAT TAHAP I TAHUN 2017 SERI E,98.022047,98.022047,99.622047,96.422047,
IBPA,20180813,CC002,ISAT02ECN2,OBL BKLJT II INDOSAT TAHAP II TAHUN 2017 SERI E,94.199546,94.199546,95.799546,92.599546,
IBPA,20180813,CC002,ISAT08B,OBLIGASI INDOSAT VIII TAHUN 2012 SERI B,99.503828,99.503828,101.103828,97.903828,
IBPA,20180813,CC002,JMPD14JM10,OBLIGASI JASA MARGA XIV SERI JM-10 TAHUN 2010,100.801829,101.801829,102.101829,99.501829,
IBPA,20180813,CC002,JPFA02ACN1,OBLIGASI BKLJT II JAPFA TAHAP I TAHUN 2016 SERI A,100.978717,100.978717,102.278717,99.678717,
IBPA,20180813,CC002,JPFA02CN2,OBLIGASI BKLJT II JAPFA TAHAP II TAHUN 2017,99.479166,99.479166,101.079166,97.879166,
IBPA,20180813,CC002,JRES01XXMF,MTN I J RESOURCES NUSANTARA TAHUN 2017,,101.670205,,,
IBPA,20180813,CC002,JRES03X2MF,MTN III J RESOURCES NUSANTARA TAHAP II TAHUN 2017,,97.692232,,,
IBPA,20180813,CC002,JSMR01CCN1S,OBL BKLJT I JASA MARGA THP I TH 2013 SERI S-SERI C,100.273566,100.700000,101.273566,99.273566,
IBPA,20180813,CC002,JSMR01CN2T,OBL BKLJT I JASA MARGA THP II TH 2014 SERI T,101.767733,101.767733,103.067733,100.467733,
IBPA,20180813,CC002,KAEF02X2MF,MTN KIMIA FARMA TAHAP II TAHUN 2018,,97.519584,,,
IBPA,20180813,CC002,MAPI01BCN2,OBL BKLJT I MITRA ADIPERKASA THP II TH 2014 SERI B,102.012159,102.012159,103.012159,101.012159,
IBPA,20180813,CC002,MAPI01BCN3,OBL BKLJT I MITRA ADIPERKASA THP III TH 2014 SR B,102.748868,102.748868,104.048868,101.448868,
IBPA,20180813,CC002,MEDC02ACN2,OBL BKLJT II MEDCO ENERGI INTL TAHAP II TH 16 SR A,101.846920,101.846920,103.446920,100.246920,
IBPA,20180813,CC002,MEDC02ACN4,OBL BKLJT II MEDCO ENERGI INTL THP IV TH 17 SR A,101.878235,101.878235,103.478235,100.278235,
IBPA,20180813,CC002,MEDC02ACN6,OBL BKLJT II MEDCO ENERGI INTL THP VI TH 17 SR A,100.297342,100.297342,101.897342,98.697342,
IBPA,20180813,CC002,MEDC02CCN5,OBL BKLJT II MEDCO ENERGI INTL THP V TH 17 SR C,102.281310,102.281310,104.281310,100.281310,
IBPA,20180813,CC002,MEDP01A,OBLIGASI MEDCO POWER INDONESIA I TAHUN 2018 SERI A,100.684468,100.684468,102.284468,99.084468,
IBPA,20180813,CC002,MLJK01E,OBLIGASI I MARGA LINGKAR JAKARTA TAHUN 2017 SERI E,94.144691,94.144691,95.744691,92.544691,
IBPA,20180813,CC002,MORA01A,OBLIGASI I MORATELINDO TAHUN 2017 SERI A,99.446627,99.446627,101.046627,97.846627,
IBPA,20180813,CC002,MYOR01CN1,OBLIGASI BKLJT I MAYORA INDAH TAHAP I TAHUN 2017,99.029786,100.029786,100.629786,97.429786,
IBPA,20180813,CC002,MYOR01CN3,OBLIGASI BKLJT I MAYORA INDAH TAHAP III TAHUN 2018,96.068467,96.068467,97.668467,94.468467,
IBPA,20180813,CC002,MYOR04,OBLIGASI IV MAYORA INDAH TAHUN 2012,100.968571,100.968571,101.968571,99.968571,
IBPA,20180813,CC002,NISP02ACN2,OBL BKLJT II BANK OCBC NISP THP II TH 2017 SERI A,100.021118,100.400000,101.021118,99.021118,
IBPA,20180813,CC002,NISP02ACN3,OBL BKLJT II BANK OCBC NISP THP III TH 2017 SERI A,99.769999,100.630000,100.769999,98.769999,
IBPA,20180813,CC002,NISP02BCN2,OBL BKLJT II BANK OCBC NISP THP II TH 2017 SERI B,99.695751,99.695751,100.995751,98.395751,
IBPA,20180813,CC002,NISP02CCN1,OBL BKLJT II BANK OCBC NISP TAHAP I TH 2016 SERI C,100.679531,100.679531,101.679531,99.679531,
IBPA,20180813,CC002,NISP02CCN3,OBL BKLJT II BANK OCBC NISP THP III TH 2017 SERI C,97.217831,97.217831,98.517831,95.917831,
IBPA,20180813,CC002,NISP03ACN1,OBL BKLJT III BANK OCBC NISP THP I TH 2018 SERI A,100.099809,100.700000,101.099809,99.099809,
IBPA,20180813,CC002,ORI012,OBLIGASI NEGARA REPUBLIK INDONESIA SERI ORI012,100.419535,100.419535,100.619535,100.219535,
IBPA,20180813,CC002,ORI013,OBLIGASI NEGARA REPUBLIK INDONESIA SERI ORI013,99.680878,99.680878,99.905878,99.455878,
IBPA,20180813,CC002,OTMA01B,OBLIGASI I OTO MULTIARTHA TAHUN 2017 SERI B,100.001339,100.001339,101.301339,98.701339,
IBPA,20180813,CC002,OTMA02A,OBLIGASI II OTO MULTIARTHA TAHUN 2018 SERI A,98.911738,99.370000,99.911738,97.911738,
IBPA,20180813,CC002,PBS002,SBSN SERI PBS002,93.783888,93.783888,94.043888,93.523888,
IBPA,20180813,CC002,PBS004,SBSN SERI PBS004,76.581326,76.581326,77.003515,76.159137,
IBPA,20180813,CC002,PBS005,SBSN SERI PBS005,79.654934,79.654934,80.077122,79.232745,
IBPA,20180813,CC002,PBS006,SBSN SERI PBS006,102.430148,102.430148,102.655148,102.205148,
IBPA,20180813,CC002,PBS011,SBSN Seri PBS011,103.828569,103.828569,104.088569,103.568569,
