SENDER,PRICE DATE,PROFIL MI,CODE BASE SEC,SEC DSC,IBPA PRICE,MI PRICE,UPPER PRICE,LOWER PRICE,REASON
IBPA,20180813,NI002,FR0075,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075,93.385252,93.385252,93.807441,92.963063,
IBPA,20180813,NI002,FR0076,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076,87.463196,87.463196,87.885384,87.041007,
IBPA,20180813,NI002,IMFI03ACN2,OBL BKLJT III INDOMOBIL FINANCE THP II TH2018 SR A,99.183589,99.183589,100.383589,97.983589,
IBPA,20180813,NI002,IMFI03ACN3,OBL BKLJ III INDOMOBIL FINANCE THP III TH2018 SR A,100.094105,100.094105,101.294105,98.894105,
IBPA,20180813,NI002,INDF08,OBLIGASI INDOFOOD SUKSES MAKMUR VIII TAHUN 2017,98.298359,98.298359,99.898359,96.698359,
IBPA,20180813,NI002,ISAT01BCN1,OBL BKLJT I INDOSAT TAHAP I TAHUN 2014 SERI B,103.053612,103.053612,104.353612,101.753612,
IBPA,20180813,NI002,ISAT01BCN3,OBL BKLJT I INDOSAT TAHAP III TAHUN 2015 SERI B,103.597186,103.597186,104.897186,102.297186,
IBPA,20180813,NI002,ISAT01ECN2,OBL BKLJT I INDOSAT TAHAP II TAHUN 2015 SERI E,104.859869,104.859869,106.459869,103.259869,
IBPA,20180813,NI002,ISAT02ACN2,OBL BKLJT II INDOSAT TAHAP II TAHUN 2017 SERI A,99.865802,99.865802,100.865802,98.865802,
IBPA,20180813,NI002,ISAT08A,OBLIGASI INDOSAT VIII TAHUN 2012 SERI A,101.456456,101.456456,102.456456,100.456456,
IBPA,20180813,NI002,ISAT08B,OBLIGASI INDOSAT VIII TAHUN 2012 SERI B,99.503828,99.503828,101.103828,97.903828,
IBPA,20180813,NI002,JSMR01CCN1S,OBL BKLJT I JASA MARGA THP I TH 2013 SERI S-SERI C,100.273566,100.273566,101.273566,99.273566,
IBPA,20180813,NI002,JSMR01CN2T,OBL BKLJT I JASA MARGA THP II TH 2014 SERI T,101.767733,101.767733,103.067733,100.467733,
IBPA,20180813,NI002,KAII01A,OBLIGASI I KERETA API INDONESIA TAHUN 2017 SERI A,95.240178,95.240178,96.840178,93.640178,
IBPA,20180813,NI002,KEHA01SB,OBLIGASI SUBORDINASI IDR BANK KEB HANA I THN 2016,99.696332,99.696332,101.296332,98.096332,
IBPA,20180813,NI002,LEND07XXMF,MTN II LEN INDUSTRI TAHUN 2017,,100.034368,,,
IBPA,20180813,NI002,MAPI01BCN2,OBL BKLJT I MITRA ADIPERKASA THP II TH 2014 SERI B,102.012159,102.012159,103.012159,101.012159,
IBPA,20180813,NI002,MAPI01BCN3,OBL BKLJT I MITRA ADIPERKASA THP III TH 2014 SR B,102.748868,102.748868,104.048868,101.448868,
IBPA,20180813,NI002,MYOR01CN2,OBLIGASI BKLJT I MAYORA INDAH TAHAP II TAHUN 2017,94.068212,94.068212,95.668212,92.468212,
IBPA,20180813,NI002,MYOR01CN3,OBLIGASI BKLJT I MAYORA INDAH TAHAP III TAHUN 2018,96.068467,96.068467,97.668467,94.468467,
IBPA,20180813,NI002,MYOR04,OBLIGASI IV MAYORA INDAH TAHUN 2012,100.968571,100.968571,101.968571,99.968571,
IBPA,20180813,NI002,NISP02ACN2,OBL BKLJT II BANK OCBC NISP THP II TH 2017 SERI A,100.021118,100.021118,101.021118,99.021118,
IBPA,20180813,NI002,NISP02ACN4,OBL BKLJT II BANK OCBC NISP THP IV TH 2018 SERI A,99.216035,99.216035,100.216035,98.216035,
IBPA,20180813,NI002,NISP03ACN1,OBL BKLJT III BANK OCBC NISP THP I TH 2018 SERI A,100.099809,100.099809,101.099809,99.099809,
IBPA,20180813,NI002,OTMA01B,OBLIGASI I OTO MULTIARTHA TAHUN 2017 SERI B,100.001339,100.001339,101.301339,98.701339,
IBPA,20180813,NI002,OTMA02A,OBLIGASI II OTO MULTIARTHA TAHUN 2018 SERI A,98.911738,98.911738,99.911738,97.911738,
IBPA,20180813,NI002,OTMA02B,OBLIGASI II OTO MULTIARTHA TAHUN 2018 SERI B,99.967640,99.967640,101.267640,98.667640,
IBPA,20180813,NI002,PBS002,SBSN SERI PBS002,93.783888,93.783888,94.043888,93.523888,
IBPA,20180813,NI002,PBS004,SBSN SERI PBS004,76.581326,76.581326,77.003515,76.159137,
IBPA,20180813,NI002,PBS005,SBSN SERI PBS005,79.654934,79.654934,80.077122,79.232745,
IBPA,20180813,NI002,PBS011,SBSN Seri PBS011,103.828569,103.828569,104.088569,103.568569,
IBPA,20180813,NI002,PBS012,SBSN Seri PBS012,102.789188,102.789188,103.211377,102.367000,
IBPA,20180813,NI002,PBS014,SBSN Seri PBS014,97.790500,97.790500,98.015500,97.565500,
IBPA,20180813,NI002,PBS015,SBSN Seri PBS015,91.524943,91.524943,91.947132,91.102754,
IBPA,20180813,NI002,PBS016,SBSN Seri PBS016,98.336987,98.336987,98.561987,98.111987,
IBPA,20180813,NI002,PBS017,SBSN Seri PBS017,89.481472,89.481472,89.781472,89.181472,
IBPA,20180813,NI002,PIGN01B,OBLIGASI I PELINDO 1 GERBANG NUSANTARA TH 16 SR B,99.287644,99.287644,100.587644,97.987644,
IBPA,20180813,NI002,PIHC01B,OBLIGASI I PUPUK INDONESIA TAHUN 2014 SERI B,102.141004,102.141004,103.141004,101.141004,
IBPA,20180813,NI002,PIHC01BCN2,OBL BKLJT I PUPUK INDONESIA THP II TH 2017 SERI B,95.814770,95.814770,97.414770,94.214770,
IBPA,20180813,NI002,PJAA01ACN2,OBL BKLJT I JAYA ANCOL TAHAP II TAHUN 2018 SERI A,98.817340,98.817340,99.817340,97.817340,
IBPA,20180813,NI002,PNBN01SBCN1,OBL SUB BKLJT I BANK PANIN TAHAP I TAHUN 2012,101.522427,101.522427,102.822427,100.222427,
IBPA,20180813,NI002,PNBN02SBCN2,OBL SUB BKLJT II BANK PANIN TAHAP II TAHUN 2017,97.609766,97.609766,99.609766,95.609766,
IBPA,20180813,NI002,PNMP01ACN2,OBL BERKELANJUTAN I PNM TAHAP II TAHUN 2016 SERI A,99.742809,99.742809,101.342809,98.142809,
IBPA,20180813,NI002,PNMP01BCN2,OBL BERKELANJUTAN I PNM TAHAP II TAHUN 2016 SERI B,97.323162,97.323162,99.323162,95.323162,
IBPA,20180813,NI002,PNMP02ACN1,OBL BERKELANJUTAN II PNM TAHAP I TAHUN 2017 SERI A,97.918614,97.918614,99.518614,96.318614,
IBPA,20180813,NI002,PNMP02BCN2,OBL BERKELANJUTAN II PNM THP II TAHUN 2018 SERI B,99.783846,99.783846,101.783846,97.783846,
IBPA,20180813,NI002,PPGD02CCN3,OBL BKLJT II PEGADAIAN TAHAP III TAHUN 2015 SERI C,102.094988,102.094988,103.394988,100.794988,
IBPA,20180813,NI002,PPGD03CCN1,OBLIGASI BKLJT III PEGADAIAN THP I TAHUN 17 SERI C,95.838056,95.838056,97.438056,94.238056,
IBPA,20180813,NI002,PPLN11B,OBLIGASI PLN XI TAHUN 2010 SERI B,105.837544,105.837544,107.137544,104.537544,
IBPA,20180813,NI002,PPRO01ACN1,OBL BKLJT I PP PROPERTI TAHAP I TAHUN 2018 SERI A,100.081754,100.081754,102.081754,98.081754,
IBPA,20180813,NI002,PPRO06XXMF,MTN VI PP PROPERTI Tbk,,,,,
IBPA,20180813,NI002,PTNK01XXMF,MTN I NINDYA KARYA TAHUN 2017,,99.841273,,,
IBPA,20180813,NI002,PTPP01CN2,OBLIGASI BERKELANJUTAN I PP TAHAP II TAHUN 2015,100.556431,100.556431,102.156431,98.956431,
IBPA,20180813,NI002,SIEXCL01BCN1,SUKUK IJARAH BKLJT I XL AXIATA THP I TH2015 SERI B,101.047606,101.047606,102.047606,100.047606,
IBPA,20180813,NI002,SIEXCL01BCN2,SUKUK IJARAH BKLJT I XL AXIATA THP II TH2017 SR B,100.354244,100.354244,101.654244,99.054244,
IBPA,20180813,NI002,SIEXCL01CCN1,SUKUK IJARAH BKLJT I XL AXIATA THP I TH2015 SERI C,104.079997,104.079997,105.379997,102.779997,
IBPA,20180813,NI002,SIEXCL01CCN2,SUKUK IJARAH BKLJT I XL AXIATA THP II TH2017 SR C,99.249336,99.249336,100.849336,97.649336,
IBPA,20180813,NI002,SIISAT01ECN2,SUKUK IJARAH BKLJT I INDOSAT THP II TH 2015 SERI E,104.859869,104.859869,106.459869,103.259869,
IBPA,20180813,NI002,SIKPPLN03B,SUKUK IJARAH PLN IV TAHUN 2010 SERI B,106.074593,106.074593,107.374593,104.774593,
IBPA,20180813,NI002,SISMRA01CN2,SUKUK IJARAH BKLJT I SUMMARECON AGUNG THPII TH2014,102.618481,102.618481,104.218481,101.018481,
IBPA,20180813,NI002,SITINS01BCN1,SUKUK IJARAH BKLJT I TIMAH THP I TAHUN 2017 SERI B,93.791303,93.791303,95.791303,91.791303,
IBPA,20180813,NI002,SMBBSM01SB,SUKUK MUDHARABAH SUB BANK SYARIAH MANDIRI TH 2016,,100.020000,,,
IBPA,20180813,NI002,SMBEXI01ACN1,SUK MDRB BKLJ INDONESIA EXIMBANK I THP I TH18 SR A,98.972725,98.972725,99.972725,97.972725,
IBPA,20180813,NI002,SMBNII01CN2,SUK MDRBH BKLJ I BANK MAYBANK INDONESIA THPII TH16,101.226356,101.226356,102.226356,100.226356,
IBPA,20180813,NI002,SMBNII02CN1,SUK MDRB BKLJ II BANK MAYBANK INDONESIA THP I TH17,99.034376,99.034376,100.334376,97.734376,
IBPA,20180813,NI002,SMBR01XXMF,MTN I SEMEN BATURAJA TAHUN 2018,,97.025959,,,
IBPA,20180813,NI002,SMBRIS01SB,SUK MDRBH SUBORDINASI I BANK BRISYARIAH TAHUN 2016,93.883091,93.883091,95.883091,91.883091,
IBPA,20180813,NI002,SMBSBR02,SUKUK MUDHARABAH II BANK NAGARI TAHUN 2015,101.637366,101.637366,103.237366,100.037366,
IBPA,20180813,NI002,SMBSSB02,SUKUK MUDHARABAH II BANK SULSELBAR TAHUN 2016,93.613850,93.613850,95.213850,92.013850,
IBPA,20180813,NI002,SMFP03BCN5,OBLIGASI BKLJT III SMF TAHAP V TAHUN 2016 SERI B,100.907552,100.907552,101.907552,99.907552,
IBPA,20180813,NI002,SMFP03CN6,OBLIGASI BKLJT III SMF TAHAP VI TAHUN 2016,100.991584,100.991584,102.591584,99.391584,
IBPA,20180813,NI002,SMFP04ACN3,OBLIGASI BKLJT IV SMF TAHAP III TAHUN 2018 SERI A,99.568449,99.568449,100.568449,98.568449,
IBPA,20180813,NI002,SMFP04BCN1,OBLIGASI BKLJT IV SMF TAHAP I TAHUN 2017 SERI B,99.199852,99.199852,100.499852,97.899852,
IBPA,20180813,NI002,SMII01ACN2,OBL BKLJT I SARANA MULTI INFRA. THP II TH2017 SR A,99.849771,99.849771,100.849771,98.849771,
IBPA,20180813,NI002,SMII01CCN1,OBL BKLJ I SARANA MULTI INFRA. THP I TH2016 SR C,95.163271,95.163271,96.763271,93.563271,
IBPA,20180813,NI002,SMRA01CN1,OBL BKLJT I SUMMARECON AGUNG TAHAP I TAHUN 2013,100.928794,100.928794,102.128794,99.728794,
IBPA,20180813,NI002,SMRA01CN2,OBL BKLJT I SUMMARECON AGUNG TAHAP II TAHUN 2014,102.188523,102.188523,103.788523,100.588523,
IBPA,20180813,NI002,SMRA02CN2,OBL BKLJT II SUMMARECON AGUNG TAHAP II TAHUN 2017,97.642238,97.642238,99.242238,96.042238,
IBPA,20180813,NI002,SSIA01ACN1,OBL BKLJ I SURYA SEMESTA INTERNUSA THP I TH16 SR A,100.509738,100.509738,102.109738,98.909738,
IBPA,20180813,NI002,TAFS01BCN3,OBL BKLJT I TAFS TAHAP III TAHUN 2015 SERI B,100.656146,100.656146,101.656146,99.656146,
IBPA,20180813,NI002,TAFS02BCN1,OBL BKLJT II TAFS TAHAP I TAHUN 2016 SERI B,100.964341,100.964341,101.964341,99.964341,
IBPA,20180813,NI002,TINS01BCN1,OBLIGASI BKLJT I TIMAH TAHAP I TAHUN 2017 SERI B,93.788164,93.788164,95.788164,91.788164,
IBPA,20180813,NI002,TLKM01CCN1,OBL BKLJT I TELKOM TAHAP I TAHUN 2015 SERI C,106.008165,106.008165,107.608165,104.408165,
IBPA,20180813,NI002,TLKM01DCN1,OBL BKLJT I TELKOM TAHAP I TAHUN 2015 SERI D,107.605584,107.605584,109.205584,106.005584,
IBPA,20180813,NI002,TPIA01ACN1,OBL BKL I CHANDRA ASRI PETROCHEM. THP I TH17 SR A,98.383437,98.383437,99.683437,97.083437,
IBPA,20180813,NI002,TRAC01ACN1,OBL BKLJT I SERASI AUTORAYA THP I TH 2018 SERI A,98.783105,98.783105,99.783105,97.783105,
IBPA,20180813,NI002,TRAC01BCN1,OBL BKLJT I SERASI AUTORAYA THP I TH 2018 SERI B,96.157495,96.157495,97.457495,94.857495,
IBPA,20180813,NI002,TRAC01CCN1,OBL BKLJT I SERASI AUTORAYA THP I TH 2018 SERI C,93.540552,93.540552,95.140552,91.940552,
IBPA,20180813,NI002,TUFI02ACN2,OBL BKLJ II MANDIRI TUNAS FINANCE THP II TH16 SR A,101.629353,101.629353,102.629353,100.629353,
IBPA,20180813,NI002,TUFI02BCN2,OBL BKLJ II MANDIRI TUNAS FINANCE THP II TH16 SR B,100.645603,100.645603,101.945603,99.345603,
IBPA,20180813,NI002,USN54360AF44,MAJAPAHIT HOLDING BV 7.75% 20/01/2020,,112.400000,,,
IBPA,20180813,NI002,VR0030,OBLIGASI NEGARA REPUBLIK INDONESIA SERI VR0030,99.744448,99.744448,100.274309,99.214586,
IBPA,20180813,NI002,WSKT02ACN3,OBL BKLJT II WASKITA KARYA THP III TH 2017 SERI A,97.933121,97.933121,99.533121,96.333121,
IBPA,20180813,NI002,WSKT02BCN3,OBL BKLJT II WASKITA KARYA THP III TH 2017 SERI B,99.073203,99.073203,101.073203,97.073203,
IBPA,20180813,NI002,WSKT02CN1,OBLIGASI BKLJT II WASKITA KARYA TAHAP I TAHUN 2016,99.910897,99.910897,101.110897,98.710897,
IBPA,20180813,OD002,ADHI02CN1,OBL BERKELANJUTAN II ADHI KARYA TAHAP I TAHUN 2017,94.783498,96.783498,96.783498,92.783498,
IBPA,20180813,OD002,ADMF02CCN2,OBL BKLJT II ADIRA FINANCE TAHAP II TH 2013 SERI C,100.862147,100.942000,101.862147,99.862147,
IBPA,20180813,OD002,ADMF03BCN1,OBL BKLJT III ADIRA FINANCE TAHAP I TH 2015 SERI B,103.384370,103.384370,104.684370,102.084370,
IBPA,20180813,OD002,ADMF03BCN2,OBL BKLJT III ADIRA FINANCE TAHAP II TH2015 SERI B,100.104751,100.108000,101.104751,99.104751,
IBPA,20180813,OD002,ADMF03BCN3,OBL BKLJT III ADIRA FINANCE THP III TH 2016 SERI B,101.305843,101.305843,102.305843,100.305843,
IBPA,20180813,OD002,ADMF03BCN5,OBL BKLJT III ADIRA FINANCE TAHAP V TH 2017 SR B,100.735944,100.735944,102.035944,99.435944,
IBPA,20180813,OD002,ADMF03BCN6,OBL BKLJT III ADIRA FINANCE TAHAP VI TH 2017 SR B,99.423210,99.423210,100.723210,98.123210,
IBPA,20180813,OD002,ADMF03CCN2,OBL BKLJT III ADIRA FINANCE TAHAP II TH2015 SERI C,103.471949,103.471949,104.771949,102.171949,
IBPA,20180813,OD002,ADMF03CCN3,OBL BKLJT III ADIRA FINANCE THP III TH 2016 SERI C,103.684437,103.684437,104.984437,102.384437,
IBPA,20180813,OD002,ADMF04ACN2,OBL BKLJT IV ADIRA FINANCE THP II TH 2018 SERI A,99.339935,100.000000,100.339935,98.339935,
IBPA,20180813,OD002,ADMF04BCN1,OBL BKLJT IV ADIRA FINANCE THP I TH 2017 SERI B,100.524325,100.524325,101.824325,99.224325,
IBPA,20180813,OD002,ADMF04CCN2,OBL BKLJT IV ADIRA FINANCE THP II TH 2018 SERI C,97.466090,97.466090,98.766090,96.166090,
IBPA,20180813,OD002,AKRA01ACN1,OBL BKLJT I AKR CORPORINDO THP I TAHUN 2017 SERI A,99.288834,99.288834,100.588834,97.988834,
IBPA,20180813,OD002,ANTM01BCN1,OBL BERKELANJUTAN I ANTAM TAHAP I TH 2011 SERI B,91.646200,94.313400,94.313400,88.979000,
IBPA,20180813,OD002,APIA01A,OBLIGASI I ANGKASA PURA II TAHUN 2016 SERI A,99.907500,99.907500,101.207500,98.607500,
IBPA,20180813,OD002,APIA01C,OBLIGASI I ANGKASA PURA II TAHUN 2016 SERI C,97.181294,97.181294,98.781294,95.581294,
IBPA,20180813,OD002,ASDF03ACN4,OBL BKL III ASTRA SEDAYA FINANCE THP IV TH17 SR A,99.907723,100.067000,100.907723,98.907723,
IBPA,20180813,OD002,ASDF03BCN3,OBL BKL III ASTRA SEDAYA FINANCE THP III TH17 SR B,100.624587,100.624587,101.924587,99.324587,
IBPA,20180813,OD002,ASDF04ACN1,OBL BKLJT IV ASTRA SEDAYA FINANCE THP I TH18 SR A,98.996705,99.860733,99.996705,97.996705,
IBPA,20180813,OD002,ASDF04BCN1,OBL BKLJT IV ASTRA SEDAYA FINANCE THP I TH18 SR B,97.022676,97.022676,98.322676,95.722676,
IBPA,20180813,OD002,BAFI01A,OBLIGASI I BUSSAN AUTO FINANCE TAHUN 2017 SERI A,99.964012,100.185000,100.964012,98.964012,
IBPA,20180813,OD002,BAFI02A,OBLIGASI II BUSSAN AUTO FINANCE TAHUN 2018 SERI A,98.972217,99.850000,99.972217,97.972217,
IBPA,20180813,OD002,BBIA01ACN2,OBL BKLJ I BANK UOB INDONESIA THP II TH2018 SERI A,100.130658,100.030000,101.130658,99.130658,
IBPA,20180813,OD002,BBIA01C,OBLIGASI I BANK UOB INDONESIA TAHUN 2015 SERI C,101.800000,101.800000,103.100000,100.500000,
IBPA,20180813,OD002,BBIA01SB,OBLIGASI SUBORDINASI I BANK UOB INDONESIA TH 2014,105.105540,105.105540,106.405540,103.805540,
IBPA,20180813,OD002,BBIA01SBCN2,OBL SUB BKLJT I BANK UOB INDONESIA TAHAP II TH2017,96.068913,97.668913,97.668913,94.468913,
IBPA,20180813,OD002,BBRI01BCN2,OBL BKLJT I BANK BRI TAHAP II TAHUN 2016 SERI B,101.055381,101.166000,102.055381,100.055381,
IBPA,20180813,OD002,BBRI01CCN1,OBL BKLJT I BANK BRI TAHAP I TAHUN 2015 SERI C,102.690146,102.690146,103.990146,101.390146,
IBPA,20180813,OD002,BBRI01CCN2,OBL BKLJT I BANK BRI TAHAP II TAHUN 2016 SERI C,102.266409,102.266409,103.566409,100.966409,
IBPA,20180813,OD002,BBRI01CCN3,OBL BKLJT I BANK BRI TAHAP III TAHUN 2016 SERI C,99.959886,99.959886,101.259886,98.659886,
IBPA,20180813,OD002,BBRI02ACN3,OBL BKLJT II BANK BRI TAHAP III TAHUN 2017 SERI A,99.181294,99.181294,100.481294,97.881294,
IBPA,20180813,OD002,BBRI02BCN3,OBL BKLJT II BANK BRI TAHAP III TAHUN 2017 SERI B,96.452300,96.452300,98.052300,94.852300,
IBPA,20180813,OD002,BBRI02CCN2,OBL BKLJT II BANK BRI TAHAP II TAHUN 2017 SERI C,97.898477,97.898477,99.498477,96.298477,
IBPA,20180813,OD002,BBRI02CCN3,OBL BKLJT II BANK BRI TAHAP III TAHUN 2017 SERI C,94.977586,94.977586,96.577586,93.377586,
IBPA,20180813,OD002,BBTN14,OBLIGASI XIV BANK BTN TAHUN 2010,103.435835,103.435835,104.735835,102.135835,
IBPA,20180813,OD002,BEXI01CCN1,OBL BKLJT INDONESIA EXIMBANK I THP I TH2011 SERI C,100.587511,100.768000,101.587511,99.587511,
IBPA,20180813,OD002,BEXI02BCN6,OBL BKLJT INDONESIA EXIMBANK II THP VI TH2015 SR B,100.252314,100.252314,101.252314,99.252314,
IBPA,20180813,OD002,BEXI02BCN7,OBL BKLJ INDONESIA EXIMBANK II THP VII TH2016 SR B,101.118660,101.390000,102.118660,100.118660,
IBPA,20180813,OD002,BEXI02CCN5,OBL BKLJT INDONESIA EXIMBANK II THP V TH 2015 SR C,101.845464,101.845464,103.145464,100.545464,
IBPA,20180813,OD002,BEXI02CCN7,OBL BKLJ INDONESIA EXIMBANK II THP VII TH2016 SR C,102.213057,102.213057,103.513057,100.913057,
IBPA,20180813,OD002,BEXI03BCN5,OBL BKLJT INDONESIA EXIMBANK III THP V TH17 SR B,96.156079,96.156079,97.756079,94.556079,
IBPA,20180813,OD002,BEXI03BCN6,OBL BKLJT INDONESIA EXIMBANK III THP VI TH18 SR B,91.048594,91.048594,92.648594,89.448594,
IBPA,20180813,OD002,BEXI03CCN1,OBL BKLJT INDONESIA EXIMBANK III THP I TH16 SR C,99.922619,99.922619,101.222619,98.622619,
IBPA,20180813,OD002,BEXI03CCN2,OBL BKLJT INDONESIA EXIMBANK III THP II TH16 SR C,98.803320,98.803320,100.403320,97.203320,
IBPA,20180813,OD002,BEXI03DCN4,OBL BKLJT INDONESIA EXIMBANK III THP IV TH17 SR D,99.922874,101.522874,101.522874,98.322874,
IBPA,20180813,OD002,BFIN02CCN3,OBL BKLJT II BFI FINANCE IND THP III TH2016 SERI C,101.663585,102.168000,102.663585,100.663585,
IBPA,20180813,OD002,BFIN03ACN4,OBL BKLJT III BFI FINANCE IND THP IV TH2018 SERI A,99.329357,100.025000,100.329357,98.329357,
IBPA,20180813,OD002,BFIN03CCN4,OBL BKLJT III BFI FINANCE IND THP IV TH2018 SERI C,96.155063,96.155063,97.455063,94.855063,
IBPA,20180813,OD002,BIIF01ACN1,OBL BKLJT I BII FINANCE TAHAP I TH 2015 SERI A,100.889714,101.022000,101.889714,99.889714,
IBPA,20180813,OD002,BJBR01BCN1,OBLIGASI BKLJT I BANK BJB THP I TAHUN 2017 SERI B,93.777292,93.777292,95.377292,92.177292,
IBPA,20180813,OD002,BJBR01CCN1,OBLIGASI BKLJT I BANK BJB THP I TAHUN 2017 SERI C,93.698853,93.698853,95.298853,92.098853,
IBPA,20180813,OD002,BJTG01AXMF,MTN I BANK JATENG TAHUN 2017 SERI A,,100.260000,,,
IBPA,20180813,OD002,BMLK02A,OBLIGASI II BANK MALUKU MALUT TAHUN 2017 SERI A,99.769678,100.155000,100.969678,98.569678,
IBPA,20180813,OD002,BMLK02B,OBLIGASI II BANK MALUKU MALUT TAHUN 2017 SERI B,97.295273,97.295273,98.895273,95.695273,
IBPA,20180813,OD002,BMRI01CCN1,OBL BKLJT I BANK MANDIRI TAHAP I TAHUN 2016 SERI C,95.054940,95.054940,96.654940,93.454940,
IBPA,20180813,OD002,BNGA02ACN3,OBL BKLJT II BANK CIMB NIAGA THP III TH2017 SERI A,99.895564,100.000000,100.895564,98.895564,
IBPA,20180813,OD002,BNGA02BCN2,OBL BKLJT II BANK CIMB NIAGA THP II TH 2017 SERI B,99.366949,99.366949,100.666949,98.066949,
IBPA,20180813,OD002,BNII01SBCN1,OBL SUB BERKELANJUTAN I BANK BII TAHAP I TH 2011,100.895463,101.180000,101.895463,99.895463,
IBPA,20180813,OD002,BNII01SBCN2,OBL SUBORDINASI BKLJT I BANK BII TAHAP II TH 2012,101.000393,101.000393,102.300393,99.700393,
IBPA,20180813,OD002,BNLI01SBCN1,OBL SUBORDINASI BKLJT I BANK PERMATA THP I TH 2012,101.996322,101.996322,102.996322,100.996322,
IBPA,20180813,OD002,BNLI02SBCN2,OBL SUBORDINASI BKLJ II BANK PERMATA THP II TH2014,106.723974,106.723974,108.323974,105.123974,
IBPA,20180813,OD002,BTPN03ACN2,OBL BKLJT III BANK BTPN TAHAP II TAHUN 2017 SERI A,100.006379,100.078000,101.006379,99.006379,
IBPA,20180813,OD002,BTPN03BCN2,OBL BKLJT III BANK BTPN TAHAP II TAHUN 2017 SERI B,98.121606,98.121606,99.421606,96.821606,
IBPA,20180813,OD002,FAST02,OBLIGASI FAST FOOD INDONESIA II TAHUN 2016,97.387333,97.387333,98.987333,95.787333,
IBPA,20180813,OD002,FIFA02BCN3,OBL BERKELANJUTAN II FIF THP III TAHUN 2016 SERI B,101.605781,101.605781,102.605781,100.605781,
IBPA,20180813,OD002,FIFA03ACN2,OBL BERKELANJUTAN III FIF THP II TAHUN 2017 SERI A,99.992429,100.052000,100.992429,98.992429,
IBPA,20180813,OD002,FIFA03ACN3,OBL BERKELANJUTAN III FIF THP III TAHUN 2018 SR A,100.083482,100.000000,101.083482,99.083482,
IBPA,20180813,OD002,FIFA03BCN1,OBL BERKELANJUTAN III FIF THP I TAHUN 2017 SERI B,102.213279,102.213279,103.513279,100.913279,
IBPA,20180813,OD002,FIFA03BCN2,OBL BERKELANJUTAN III FIF THP II TAHUN 2017 SERI B,98.155520,98.155520,99.455520,96.855520,
IBPA,20180813,OD002,FIFA03BCN3,OBL BERKELANJUTAN III FIF THP III TAHUN 2018 SR B,97.113533,97.113533,98.413533,95.813533,
IBPA,20180813,OD002,FR0031,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0031,108.293963,108.293963,108.518963,108.068963,
IBPA,20180813,OD002,FR0034,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0034,114.121788,114.121788,114.346788,113.896788,
IBPA,20180813,OD002,FR0037,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0037,124.305568,124.305568,124.605568,124.005568,
IBPA,20180813,OD002,FR0038,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0038,100.036621,100.036621,100.236621,99.836621,
IBPA,20180813,OD002,FR0040,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0040,117.015847,117.015847,117.315847,116.715847,
IBPA,20180813,OD002,FR0043,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0043,109.192502,109.192502,109.452502,108.932502,
IBPA,20180813,OD002,FR0044,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0044,110.689208,110.689208,110.989208,110.389208,
IBPA,20180813,OD002,FR0045,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0045,112.969915,112.969915,113.392104,112.547726,
IBPA,20180813,OD002,FR0050,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0050,120.136252,120.136252,120.558441,119.714063,
IBPA,20180813,OD002,FR0052,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0052,118.426619,118.426619,118.848807,118.004430,
IBPA,20180813,OD002,FR0053,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0053,102.632640,102.632640,102.857640,102.407640,
IBPA,20180813,OD002,FR0054,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0054,110.902243,110.902243,111.324432,110.480054,
IBPA,20180813,OD002,FR0056,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056,102.488749,102.488749,102.788749,102.188749,
IBPA,20180813,OD002,FR0058,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0058,100.673243,100.673243,101.095431,100.251054,
IBPA,20180813,OD002,FR0059,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059,93.926764,93.926764,94.226764,93.626764,
IBPA,20180813,OD002,FR0061,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0061,98.693118,98.693118,98.953118,98.433118,
IBPA,20180813,OD002,FR0063,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0063,91.870006,91.870006,92.130006,91.610006,
IBPA,20180813,OD002,FR0064,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0064,88.050000,88.050000,88.350000,87.750000,
IBPA,20180813,OD002,FR0065,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065,86.126167,86.126167,86.548355,85.703978,
IBPA,20180813,OD002,FR0067,OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0067,102.532784,102.532784,102.954973,102.110595,
